Id,DisplayName,Views,DownVotes,LastAccessDate,ProfileImageUrl,WebsiteUrl,Reputation,Location,Age,UpVotes,CreationDate,AboutMe,AccountId
70,balpha,1,0,2016-01-07T12:30:49.163,,http://balpha.de/,101,"Berlin, Germany",36,0,2015-11-25T07:32:23.863,"<p>My name is Benjamin Dumke-von der Ehe. I am <a href=""http://blog.stackoverflow.com/2010/06/welcome-stack-overflow-valued-associates-00006-and-00007"">Stack Overflow Valued Associate #00007</a>, which is just a confusing way of saying that I work for Stack Overflow. Beginning in 2010 I was a developer here; in 2016 I switched roles and now work as a product manager.</p><br/><br/><p>I am <a href=""http://twitter.com/balpha"" rel=""nofollow"">@balpha</a> on Twitter. My <a href=""http://balpha.de/about/"" rel=""nofollow"">blog's ""about"" page</a> explains the origin of my user name.</p><br/><br/><p>I am the creator of <a href=""http://unicornify.appspot.com/"" rel=""nofollow""><em>Unicornify</em></a>, the service that gives you these lovable creatures:</p><br/><br/><p><img src=""http://unicornify.appspot.com/avatar/1?s=48"" alt=""""> <img src=""http://unicornify.appspot.com/avatar/13?s=48"" alt=""""> <img src=""http://unicornify.appspot.com/avatar/3?s=48"" alt=""""> <img src=""http://unicornify.appspot.com/avatar/14?s=48"" alt=""""> <img src=""http://unicornify.appspot.com/avatar/5?s=48"" alt=""""></p><br/><br/><p>I also created <a href=""https://bitbucket.org/balpha/lyfe"" rel=""nofollow""><em>Lyfe</em></a>, a small library adding <code>yield</code>-based generators to JavaScript, and <a href=""http://notarealquestion.appspot.com/"" rel=""nofollow""><em>Not a Real Question</em></a>, a little game that's played with data from various Stack Exchange sites.</p><br/><br/><p>I sometimes have a <a href=""http://meta.stackexchange.com/questions/43418"">strange</a> <a href=""http://stackoverflow.com/questions/2057400"">sense of</a> <a href=""http://meta.stackexchange.com/questions/122781"">humor</a>,<br/>but I also like to <a href=""http://meta.stackexchange.com/a/74115"">explain</a> <a href=""http://stackoverflow.com/a/2055144"">things</a> <a href=""http://meta.stackexchange.com/a/75045"">I fix</a>, <a href=""http://meta.stackexchange.com/a/128705"">break</a>, <a href=""http://balpha.de/2012/07/an-unexcited-look-at-browser-sniffing"" rel=""nofollow"">care about</a>, or <a href=""http://stackoverflow.com/a/11833858"">come up with</a>.</p><br/>",40051
71,mattias,7,0,2016-02-17T12:22:27.327,https://www.gravatar.com/avatar/7f7129c98200c34e5f8787e977d39a4a?s=128&d=identicon&r=PG,http://restorando.com,9,"Buenos Aires, Argentina",27,0,2015-11-28T13:46:26.860,"<p>I am a software developer of applications and websites. I am passionate about what I do, I consider myself a technology fan as well as a constant seeker of last tendencies. My specialty is LEMUR stack (GNU/Linux + Nginx + Unicorn + MySQL + Ruby on Rails).</p><br/>",3584228
72,juergen d,5,4,2016-08-07T19:10:37.943,https://i.stack.imgur.com/soXsL.gif?s=128&g=1,,103,Argentina,39,0,2015-12-01T15:59:38.877,"<h3>I learn a lot by participating on Stack Exchange. I like that!</h3><br/><br/><p><a href=""https://stackexchange.com/users/279943/juergen-d?tab=top""><br/><img src=""http://stackexchange.com/users/flair/279943.png"" width=""208"" height=""58"" alt=""profile for juergen d on Stack Exchanges"" title=""profile for juergen d on Stack Exchange""><br/></a></p><br/>",279943
73,Shaz,174,516,2016-09-04T02:18:29.477,https://i.stack.imgur.com/TzZtX.jpg?s=128&g=1,,4210,Canada,36,244,2015-12-01T16:07:28.903,"<p>Always having fun, a eso vinimos, no?</p><br/>",231086
74,astrojuanlu,68,11,2016-09-01T10:11:52.947,https://www.gravatar.com/avatar/e329c69592ab2a0f893458bd058895f9?s=128&d=identicon&r=PG,http://pybonacci.org/,707,"Madrid, Spain",25,764,2015-12-01T16:10:08.940,"<p>I'm an Aerospace Engineering student, with interest in computation, graphic design, typography and even in things concerned with the RealWorld™ such as philosophy, astronomy and people.</p><br/><br/><p>I write about Computational Science with Python in Spanish in <a href=""http://pybonacci.org/"" rel=""nofollow"">http://pybonacci.org/</a></p><br/>",266639
75,mgarciaisaia,16,4,2016-09-03T21:58:58.643,https://i.stack.imgur.com/IcOuq.jpg?s=128&g=1,http://mgarciaisaia.wordpress.com/,428,,,60,2015-12-01T16:13:39.993,"<p>Definitely, this user prefers to keep an air of mystery about them.</p><br/>",322175
77,kodkod,3,0,2016-08-29T20:47:13.270,https://www.gravatar.com/avatar/39d162a3e7635175d4cb730b2ab69fb2?s=128&d=identicon&r=PG,,124,,,28,2015-12-01T16:19:48.450,<p>Programador .NET (C# y VB.NET)</p><br/>,256136
78,Mauricio,68,19,2016-09-02T22:47:44.887,https://i.stack.imgur.com/UIqEE.png?s=128&g=1,http://www.autoreseditores.com/libro/2429/mauricio-arias-olave/bella-poesia.html,415,"Bogotá, Colombia",24,82,2015-12-01T16:46:38.833,"<p>Software Developer from Bogotá, Colombia.</p><br/><br/><p>Author of a self-published poetry book called <a href=""http://www.autoreseditores.com/libro/2429/mauricio-arias-olave/bella-poesia.html"" rel=""nofollow""><em>Bella Poesía</em></a>.</p><br/><br/><p>I have professional experience in the following programming languages:</p><br/><br/><ul><br/><li>C#</li><br/><li>ASP.NET</li><br/><li>SQL</li><br/><li>Javascript</li><br/></ul><br/><br/><p>I also have additional experience in the following programming languages and related technologies:</p><br/><br/><ul><br/><li>LINQ</li><br/><li>SharePoint <em>Webparts development (Sandbox and Farm).</em></li><br/><li>C++</li><br/></ul><br/><br/><p>I'm interested in learn:</p><br/><br/><ul><br/><li>Latin.</li><br/><li>Android Apps Development.</li><br/><li>Improve my knowledge about English Language.</li><br/></ul><br/><br/><p>Trying contribute in Stack Exchange websites and learn from them at the same time.</p><br/><br/><p><a href=""http://stackexchange.com/users/5080114""><br/><img src=""http://stackexchange.com/users/flair/5080114.png?theme=dark"" width=""208"" height=""58"" alt=""perfil para Mauricio en Stack Exchange, una red de sitios gratuitos de preguntas y respuestas impulsados por la comunidad"" title=""perfil para Mauricio en Stack Exchange, una red de sitios gratuitos de preguntas y respuestas impulsados por la comunidad""><br/></a></p><br/>",5080114
79,Unihedron,1,0,2015-12-15T19:00:05.600,,http://unihedro.github.io/,101,"Earth, Alpha Centauri",,0,2015-12-01T16:46:45.343,"<p>I am a nocturnal ""internet veteran"" who also moderates a few other online communities. A full time <a href=""http://www.urbandictionary.com/define.php?term=neet"" rel=""nofollow"">NEET</a>! Depending on whether I enroll into an university, it will probably still be the same.</p><br/><br/><p>I hunt demons. I <a href=""http://lichess.org/@/Unihedron"" rel=""nofollow"">play, moderate</a> and write code for <a href=""http://lichess.org"" rel=""nofollow"">Lichess</a>. I like helping. I'm constantly active in <a href=""https://chat.stackoverflow.com/users/3622940/unihedron?tab=general&rooms=current"">a lot of</a>  <a href=""https://chat.stackexchange.com/users/123661/unihedron?tab=general&rooms=current"">chat rooms</a> and several other communities, and I really like chatting and spending time with everyone else! Don't be afraid if I appear like a stalker. Don't worry, I'll take really good care of you <3</p><br/><br/><p>Recently: Developing my personal website and working on a web novel (recruiting motivists, artists and people to chat with for ideas. no experience required!!).</p><br/><br/><p>By day: I'm probably curled up on my coach, from where I woke up and have been spending my entire day so far <a href=""https://github.com/Unihedro"" rel=""nofollow"">coding</a>, surfing the net and doing various things, and (still) wearing <a href=""http://www.amazon.co.uk/dp/B00PDMRGRU"" rel=""nofollow"">a pair of wireless headphones</a> (not noticing the podcast I was listening to has already ended (a long time ago)) with the same outfit as always. Occasionally away, always watching, or fallen asleep.</p><br/><br/><p>By night: Demon hunter.</p><br/><br/><p>See you soon, dear. ^_^</p><br/><br/><blockquote><br/>  <p>In the past I offered all content I author on the Stack Exchange network also under The MirOS Licence. <strong>This is no longer the case as <a href=""http://meta.stackexchange.com/q/271080/266094"">Stack Exchange is now adopting a CC-0-like license</a>, which I dislike and will be boycotting it by no longer <em>writing code</em> here.</strong></p><br/></blockquote><br/><br/><p><img src=""http://i.stack.imgur.com/EbqXa.png"" alt=""""></p><br/>",4451090
80,RRUZ,2,0,2016-06-11T00:12:42.973,https://i.stack.imgur.com/oT6O1.png?s=128&g=1,http://theroadtodelphi.wordpress.com/,101,"Santiago, Chile",38,0,2015-12-01T16:46:47.453,"<p><a href=""http://octopus.software"" rel=""nofollow"">http://octopus.software</a></p><br/>",32807
81,jbueno,3,0,2016-05-04T23:49:18.757,https://i.stack.imgur.com/G04uS.png?s=128&g=1,,101,"Rio Grande do Sul, Brasil.",21,6,2015-12-01T16:46:47.553,"<p><sub><em>“Diga-me que framework usas e eu te direi quem és.”</em></sub></p><br/><br/><hr><br/><br/><p>Evangelizador C#, grande admirador de Python, embora não tenha dedicado muito tempo a essa linguagem. Comecei a programar em 2012 quando conheci o Java e, mesmo que pareça difícil de acreditar, eu até que gostava.</p><br/><br/><p>Atualmente estudo sistemas de informação na Universidade do Vale do Rio Sinos (Unisinos - RS) e trabalho engenhando, arquitetando e desenvolvendo soluções para problemas diversos na Holdprint Sistemas.</p><br/>",5244427
82,Victor,2,0,2016-05-30T15:09:29.570,https://www.gravatar.com/avatar/50901af884c50a8f12804b0cf3aeb98a?s=128&d=identicon&r=PG,http://guiabreve.com/,1,"Madrid, Spain",27,4,2015-12-01T16:46:50.787,<p>Web Designer and Developer.</p><br/>,1491629
83,fedorqui,89,12,2016-09-02T12:43:25.690,https://i.stack.imgur.com/V8J69.jpg,,1095,,32,35,2015-12-01T16:46:53.243,"<p>By day: software developer. By night: I sleep.</p><br/><br/><p>One of my answers that I like specially: <a href=""http://stackoverflow.com/a/33633455/1983854"">Removing XML tags from multiple files in a folder in Linux</a>.</p><br/><br/><p>Current picture: <a href=""http://www.imdb.com/title/tt0058604/"" rel=""nofollow"">Soy Cuba</a>.</p><br/><br/><br/>",2251762
84,Maxito,2,0,2016-07-26T23:35:42.383,https://i.stack.imgur.com/YJKXN.png,,101,Mexico,27,1,2015-12-01T16:47:14.003,<p>Software Developer</p><br/>,2677232
85,diegoaguilar,5,0,2015-12-15T19:41:07.903,https://i.stack.imgur.com/yfVTU.jpg?s=128&g=1,http://diegoaguilaraguilar.com,101,"Puebla, México",25,1,2015-12-01T16:47:24.560,"<p>I'm a mexican backend web developer interested in performance and infrastructure development. I've been working with Node/express mainly for last 3 years doing API's design and implementation. Been pretty involved with MEAN apps too, and pretty involved with MongoDB in particular. I really can say I love express before frameworks.</p><br/><br/><p>About languages, Right now I'm pretty involved with Javascript, with new ES6 and ES7 stuff. I've got experience with Java and Python too, can even work a bit in Android what I've liked. Would love to get to know Go, Elixir and these trending functional programming languages soon ;)</p><br/><br/><p>Image processing and natural language processing are challenging topics for me, and I'd love to lead my career to high performance and availability aplications and stacks development.</p><br/><br/><p>I rather do backend development but lately I've been trying React, which I enjoy.</p><br/><br/><p>Apart from software development, I love Real Madrid and watching movies and series, of course music, and I also love food, like a lot.</p><br/>",385426
86,Fernando Briano,5,2,2015-12-03T13:54:43.760,https://www.gravatar.com/avatar/49c5bd577a2d7ef0628c8ceb90b8c7ae?s=128&d=identicon&r=PG,http://picandocodigo.net,100,Uruguay,31,3,2015-12-01T16:49:24.507,"<p>Programmer.</p><br/><br/><p>My personal website: <a href=""http://fernandobriano.com"" rel=""nofollow"">http://fernandobriano.com</a></p><br/>",1122
87,ThXou,10,4,2016-09-02T06:12:05.973,,http://www.thxou.com,223,"Barcelona, Spain",28,0,2015-12-01T16:49:50.713,"<p>iOS Developer.</p><br/><br/><p>My apps:</p><br/><br/><p><a href=""http://itunes.apple.com/us/app/listed/id461792168?l=ro&ls=1&mt=8"" rel=""nofollow"">Listed</a>.<br/><br><br/><a href=""https://itunes.apple.com/cz/app/m3u8-player/id872593852?mt=8"" rel=""nofollow"">M3u8 Player</a>.</p><br/>",1309563
88,nKn,7,2,2015-12-01T20:38:35.183,https://www.gravatar.com/avatar/0cc0d70bdb00c8d6c16fbb469070262a?s=128&d=identicon&r=PG&f=1,https://www.no-spammers.com,101,"Tenerife, Canary Islands, Spain",,0,2015-12-01T16:49:52.887,,3597156
89,albciff,3,0,2016-08-31T10:43:43.767,,,101,,,0,2015-12-01T16:50:09.507,<p>merge me</p><br/>,1260099
90,fthiella,3,0,2016-09-01T13:56:59.513,,http://www.werock.it,153,"Italy, Singapore",39,4,2015-12-01T16:50:51.610,"<h3>Creative minds are rarely tidy ;)</h3><br/><br/><p>My project on GitHub: <a href=""https://github.com/fthiella/Sentosa"" rel=""nofollow"">Sentosa AutoForms</a></p><br/><br/><h3>Music</h3><br/><br/><p>Some of my music <a href=""https://soundcloud.com/federico-thiella"" rel=""nofollow"">here</a>, and <a href=""http://www.youtube.com/watch?v=xMzoKSQlsNc"" rel=""nofollow"">here</a> ;)</p><br/>",442450
91,yms,9,2,2016-08-16T17:38:28.623,https://i.stack.imgur.com/xeV2t.png?s=128&g=1,https://ca.linkedin.com/in/yoisel,213,"Montreal, QC, Canada",38,34,2015-12-01T16:52:31.193,<p>Software Developer at Hewlett Packard Enterprise - Canada.</p><br/>,234804
92,Dzyann,23,24,2016-08-24T13:47:50.257,https://www.gravatar.com/avatar/60b523f729eef2912d23e1450dd1a20b?s=128&d=identicon&r=PG&f=1,,222,,,8,2015-12-01T16:52:56.797,,391908
93,ArthurChamz,12,0,2016-06-07T17:01:28.623,https://i.stack.imgur.com/M3Tx5.jpg?s=128&g=1,http://mx.linkedin.com/in/arturocastroperpuli/,320,United Kingdom,25,23,2015-12-01T16:53:00.530,<p>I'm a software engineer. That's all for now.</p><br/>,3005778
94,Victor Stafusa,3,0,2015-12-16T23:08:21.513,https://www.gravatar.com/avatar/526d2a72f963ccc832e565e7e1043e9b?s=128&d=identicon&r=PG,http://127.0.0.1/,101,"São Paulo, Brazil",32,2,2015-12-01T16:53:03.263,"<p><strong>Support our site proposal:</strong></p><br/><br/><p><a href=""http://area51.stackexchange.com/proposals/64172/portuguese-language?referrer=kUzNIofCVAsUwGHuhaux3w2""><img src=""http://area51.stackexchange.com/ads/proposal/64172.png"" width=""220"" height=""250"" alt=""Stack Exchange Q&A site proposal: Portuguese Language"" /></a></p><br/><br/><p>About me:</p><br/><br/><ul><br/><li><p>I am a Professional Senior Java Developer, currently employed.</p></li><br/><li><p>I really hate spam.</p></li><br/><li><p>I am a very unpopular person and a lot of people hate me.</p></li><br/><li><p>I have a strong tendency to get random downvotes from nowhere for no reason.</p></li><br/><li><p>I have more enemies than friends.</p></li><br/><li><p>I am a brazilian and I am living in Brazil.</p></li><br/><li><p>I am a computer scientist.</p></li><br/><li><p>I am able to communicate in Portuguese, English, Java, C, C++, javascript and occasionally on a few other non-human computer languages.</p></li><br/><li><p>My personal life is severely screwed, but there is still a lot of room to get worse.</p></li><br/><li><p>I am single. Every time that I try to get a girlfriend, the result is an error 404.</p></li><br/><li><p>I have strong opinions in some politics and that makes me lose a lot of friends.</p></li><br/></ul><br/><br/><p>Want to contact me? Then send me an e-mail to:</p><br/><br/><pre class=""lang-java prettyprint-override""><code>""victorwssilva#gmail.com"".replace(""#"", ""@"");<br/></code></pre><br/><br/><hr><br/><br/><h2>FREE SUPT<br>Je Suis SUPT</h2><br/><br/><p><a href=""http://area51.stackexchange.com/proposals/84282/super-user-em-portugues?referrer=4CYZyXbILZeSZMVw5WkVIw2""><img src=""http://area51.stackexchange.com/ads/proposal/84282.png"" width=""220"" height=""250"" alt=""Stack Exchange Q&A site proposal: Super User em Português"" /></a></p><br/>",258390
95,Elenasys,1286,76,2016-09-04T03:02:14.507,https://i.stack.imgur.com/fRumz.jpg?s=128&g=1,http://www.cplusplus.com/,14487,"Iasi, Romania / Mexico City",29,1354,2015-12-01T16:53:09.890,"<p>15/Dic<br/>15/Feb<br/>26/May<br/>5/Aug</p><br/><br/><p>""#SOreadytohelp""</p><br/><br/><h1>SOreadytohelp</h1><br/>",91056
96,Ana,3,0,2015-12-01T16:53:13.260,https://i.stack.imgur.com/Rwhv1.jpg?s=128&g=1,http://enemygatedown.com/,101,,,0,2015-12-01T16:53:13.260,<p>Stack Exchange Community Manager. </p><br/><br/><p>Also: College dropout. Electronic music nerd. Terrible-but-determined programmer. Consumer of SciFi novels and comic books. </p><br/><br/><p>Send comics recommendations to ana (at) stackexchange.com</p><br/>,2415655
97,Grace Note,2,0,2015-12-01T16:53:22.927,https://i.stack.imgur.com/et8G6.jpg?s=128&g=1,,101,6,,0,2015-12-01T16:53:22.927,"<p>""Being an Alice in the world of computing can be a very problematic position.""<br/><br/><br/>I'm a <a href=""http://blog.stackoverflow.com/2011/08/welcome-valued-associate-chris-jaeger/"">Community Manager</a> for the Stack Exchange Network. I look forward to working with you on improving this community. ♪<br/><br/><br/>On the offside: programmer/designer with a Computer Science degree and an electronic media degree. Enjoys gaming and does designwork as a hobby.</p><br/><br/><br/>",102159
98,Emilio Gort,1,0,2016-08-15T14:08:18.593,https://i.stack.imgur.com/nnsDm.jpg?s=128&g=1,http://careers.stackoverflow.com/cv/edit/194388#_=_,193,"Miami, FL",32,6,2015-12-01T16:54:31.333,"<p><a href=""https://www.facebook.com/pages/Habana-Vieja/156252537770345"" rel=""nofollow"">Old Havana</a></p><br/>",1912637
99,mparnisari,1,0,2016-07-18T21:32:54.230,https://www.gravatar.com/avatar/64812738cde2103e3694c16911633316?s=128&d=identicon&r=PG&f=1,,101,"Buenos Aires, Argentina",25,4,2015-12-01T16:55:25.403,"<p>Blog @ <a href=""https://miparnisariblog.wordpress.com/"" rel=""nofollow"">https://miparnisariblog.wordpress.com/</a></p><br/>",1780341
100,César,569,21,2016-09-01T14:30:00.293,https://i.stack.imgur.com/WeKEB.jpg,,7600,"Lima, Peru",32,1413,2015-12-01T16:55:44.287,<p>Python (Django) developer</p><br/><br/><p><strong>#SOreadytohelp</strong></p><br/>,351734
101,raygo,1,0,2016-03-11T21:20:45.937,https://www.gravatar.com/avatar/efd20bf310f9e2d30a00108716a8c19d?s=128&d=identicon&r=PG,http://rayg.net/,101,New Jersey,30,0,2015-12-01T16:56:03.737,"<p>Proud geek-nerd, papercut survivor, gifted napper, PHP ninja.</p><br/>",288404
